experiment,folder,target_id,target_label,assembly,kind,length,msa_depth,msa_raw_depth,msa_csv,config,sampling_steps,diffusion_samples,max_parallel_samples,recycling_steps,sampling_steps_affinity,diffusion_samples_affinity,sample_rank,status,confidence_score,complex_plddt,ptm,iptm,ligand_iptm,protein_iptm,complex_iplddt,complex_pde,complex_ipde,affinity_pred_value,affinity_probability_binary,structure_path,confidence_json,affinity_json,note
Flu HA trimer ligand screen,flu_trimer_ligand_experiments,memphis_h1_a26_ha_trimer_3lig,memphis_h1_a26_ha_trimer_3lig,HA trimer + 3 ligands,H1,1506,1224,1231,flu_trimer_ligand_experiments/runs/ha_trimer_3lig_s40_n1_p1_r3/memphis_h1_a26_ha_trimer_3lig/boltz_results_memphis_h1_a26_ha_trimer_3lig/msa/memphis_h1_a26_ha_trimer_3lig_0.csv,ha_trimer_3lig_s40_n1_p1_r3,40,1,1,3,,,0,ok,0.9028517007827759,0.9089012145996094,0.88936448097229,0.8786532878875732,0.8192081451416016,0.8964672088623047,0.8635399341583252,0.763957679271698,3.2519919872283936,,,flu_trimer_ligand_experiments/runs/ha_trimer_3lig_s40_n1_p1_r3/memphis_h1_a26_ha_trimer_3lig/boltz_results_memphis_h1_a26_ha_trimer_3lig/predictions/memphis_h1_a26_ha_trimer_3lig/memphis_h1_a26_ha_trimer_3lig_model_0.cif,flu_trimer_ligand_experiments/runs/ha_trimer_3lig_s40_n1_p1_r3/memphis_h1_a26_ha_trimer_3lig/boltz_results_memphis_h1_a26_ha_trimer_3lig/predictions/memphis_h1_a26_ha_trimer_3lig/confidence_memphis_h1_a26_ha_trimer_3lig_model_0.json,,Boltz affinity head is not run because it rejects multi-copy affinity ligands.
Flu HA trimer ligand screen,flu_trimer_ligand_experiments,memphis_h1_ngc_ha_trimer_3lig,memphis_h1_ngc_ha_trimer_3lig,HA trimer + 3 ligands,H1,1506,1224,1231,flu_trimer_ligand_experiments/runs/ha_trimer_3lig_s40_n1_p1_r3/memphis_h1_ngc_ha_trimer_3lig/boltz_results_memphis_h1_ngc_ha_trimer_3lig/msa/memphis_h1_ngc_ha_trimer_3lig_0.csv,ha_trimer_3lig_s40_n1_p1_r3,40,1,1,3,,,0,ok,0.9161124229431152,0.9231792688369751,0.8966095447540283,0.8878450989723206,0.8352262377738953,0.8951479196548462,0.9116348624229431,0.6349393129348755,2.772562026977539,,,flu_trimer_ligand_experiments/runs/ha_trimer_3lig_s40_n1_p1_r3/memphis_h1_ngc_ha_trimer_3lig/boltz_results_memphis_h1_ngc_ha_trimer_3lig/predictions/memphis_h1_ngc_ha_trimer_3lig/memphis_h1_ngc_ha_trimer_3lig_model_0.cif,flu_trimer_ligand_experiments/runs/ha_trimer_3lig_s40_n1_p1_r3/memphis_h1_ngc_ha_trimer_3lig/boltz_results_memphis_h1_ngc_ha_trimer_3lig/predictions/memphis_h1_ngc_ha_trimer_3lig/confidence_memphis_h1_ngc_ha_trimer_3lig_model_0.json,,Boltz affinity head is not run because it rejects multi-copy affinity ligands.
Flu HA trimer ligand screen,flu_trimer_ligand_experiments,memphis_h1_sia_ha_trimer_3lig,memphis_h1_sia_ha_trimer_3lig,HA trimer + 3 ligands,H1,1506,1224,1231,flu_trimer_ligand_experiments/runs/ha_trimer_3lig_s40_n1_p1_r3/memphis_h1_sia_ha_trimer_3lig/boltz_results_memphis_h1_sia_ha_trimer_3lig/msa/memphis_h1_sia_ha_trimer_3lig_0.csv,ha_trimer_3lig_s40_n1_p1_r3,40,1,1,3,,,0,ok,0.9189481139183044,0.9247427582740784,0.9034567475318909,0.8957694172859192,0.8632187247276306,0.9017395377159119,0.9155665636062622,0.5524309873580933,2.145184278488159,,,flu_trimer_ligand_experiments/runs/ha_trimer_3lig_s40_n1_p1_r3/memphis_h1_sia_ha_trimer_3lig/boltz_results_memphis_h1_sia_ha_trimer_3lig/predictions/memphis_h1_sia_ha_trimer_3lig/memphis_h1_sia_ha_trimer_3lig_model_0.cif,flu_trimer_ligand_experiments/runs/ha_trimer_3lig_s40_n1_p1_r3/memphis_h1_sia_ha_trimer_3lig/boltz_results_memphis_h1_sia_ha_trimer_3lig/predictions/memphis_h1_sia_ha_trimer_3lig/confidence_memphis_h1_sia_ha_trimer_3lig_model_0.json,,Boltz affinity head is not run because it rejects multi-copy affinity ligands.
Flu HA trimer ligand screen,flu_trimer_ligand_experiments,texas_h5_a23_ha_trimer_3lig,texas_h5_a23_ha_trimer_3lig,HA trimer + 3 ligands,H5,1485,1237,1244,flu_trimer_ligand_experiments/runs/ha_trimer_3lig_s40_n1_p1_r3/texas_h5_a23_ha_trimer_3lig/boltz_results_texas_h5_a23_ha_trimer_3lig/msa/texas_h5_a23_ha_trimer_3lig_0.csv,ha_trimer_3lig_s40_n1_p1_r3,40,1,1,3,,,0,ok,0.9014955759048462,0.909717321395874,0.882265567779541,0.8686085343360901,0.824130654335022,0.88929283618927,0.8725864291191101,0.7668058276176453,3.427309274673462,,,flu_trimer_ligand_experiments/runs/ha_trimer_3lig_s40_n1_p1_r3/texas_h5_a23_ha_trimer_3lig/boltz_results_texas_h5_a23_ha_trimer_3lig/predictions/texas_h5_a23_ha_trimer_3lig/texas_h5_a23_ha_trimer_3lig_model_0.cif,flu_trimer_ligand_experiments/runs/ha_trimer_3lig_s40_n1_p1_r3/texas_h5_a23_ha_trimer_3lig/boltz_results_texas_h5_a23_ha_trimer_3lig/predictions/texas_h5_a23_ha_trimer_3lig/confidence_texas_h5_a23_ha_trimer_3lig_model_0.json,,Boltz affinity head is not run because it rejects multi-copy affinity ligands.
Flu HA trimer ligand screen,flu_trimer_ligand_experiments,texas_h5_a26_ha_trimer_3lig,texas_h5_a26_ha_trimer_3lig,HA trimer + 3 ligands,H5,1485,1237,1244,flu_trimer_ligand_experiments/runs/ha_trimer_3lig_s40_n1_p1_r3/texas_h5_a26_ha_trimer_3lig/boltz_results_texas_h5_a26_ha_trimer_3lig/msa/texas_h5_a26_ha_trimer_3lig_0.csv,ha_trimer_3lig_s40_n1_p1_r3,40,1,1,3,,,0,ok,0.9015321731567383,0.9105190634727478,0.8790037035942078,0.8655847907066345,0.8484289646148682,0.8843022584915161,0.875788688659668,0.7034541368484497,2.5911784172058105,,,flu_trimer_ligand_experiments/runs/ha_trimer_3lig_s40_n1_p1_r3/texas_h5_a26_ha_trimer_3lig/boltz_results_texas_h5_a26_ha_trimer_3lig/predictions/texas_h5_a26_ha_trimer_3lig/texas_h5_a26_ha_trimer_3lig_model_0.cif,flu_trimer_ligand_experiments/runs/ha_trimer_3lig_s40_n1_p1_r3/texas_h5_a26_ha_trimer_3lig/boltz_results_texas_h5_a26_ha_trimer_3lig/predictions/texas_h5_a26_ha_trimer_3lig/confidence_texas_h5_a26_ha_trimer_3lig_model_0.json,,Boltz affinity head is not run because it rejects multi-copy affinity ligands.
Flu HA trimer ligand screen,flu_trimer_ligand_experiments,texas_h5_ngc_ha_trimer_3lig,texas_h5_ngc_ha_trimer_3lig,HA trimer + 3 ligands,H5,1485,1237,1244,flu_trimer_ligand_experiments/runs/ha_trimer_3lig_s40_n1_p1_r3/texas_h5_ngc_ha_trimer_3lig/boltz_results_texas_h5_ngc_ha_trimer_3lig/msa/texas_h5_ngc_ha_trimer_3lig_0.csv,ha_trimer_3lig_s40_n1_p1_r3,40,1,1,3,,,0,ok,0.9152604341506958,0.9215917587280273,0.8989918828010559,0.8899351358413696,0.905602216720581,0.8957933187484741,0.9187831282615662,0.5590782761573792,1.760722041130066,,,flu_trimer_ligand_experiments/runs/ha_trimer_3lig_s40_n1_p1_r3/texas_h5_ngc_ha_trimer_3lig/boltz_results_texas_h5_ngc_ha_trimer_3lig/predictions/texas_h5_ngc_ha_trimer_3lig/texas_h5_ngc_ha_trimer_3lig_model_0.cif,flu_trimer_ligand_experiments/runs/ha_trimer_3lig_s40_n1_p1_r3/texas_h5_ngc_ha_trimer_3lig/boltz_results_texas_h5_ngc_ha_trimer_3lig/predictions/texas_h5_ngc_ha_trimer_3lig/confidence_texas_h5_ngc_ha_trimer_3lig_model_0.json,,Boltz affinity head is not run because it rejects multi-copy affinity ligands.
Flu HA trimer ligand screen,flu_trimer_ligand_experiments,texas_h5_sia_ha_trimer_3lig,texas_h5_sia_ha_trimer_3lig,HA trimer + 3 ligands,H5,1485,1237,1244,flu_trimer_ligand_experiments/runs/ha_trimer_3lig_s40_n1_p1_r3/texas_h5_sia_ha_trimer_3lig/boltz_results_texas_h5_sia_ha_trimer_3lig/msa/texas_h5_sia_ha_trimer_3lig_0.csv,ha_trimer_3lig_s40_n1_p1_r3,40,1,1,3,,,0,ok,0.915108323097229,0.9206019639968872,0.9014132618904114,0.8931334018707275,0.9258788228034973,0.8978850841522217,0.9173835515975952,0.5320678949356079,1.3805805444717407,,,flu_trimer_ligand_experiments/runs/ha_trimer_3lig_s40_n1_p1_r3/texas_h5_sia_ha_trimer_3lig/boltz_results_texas_h5_sia_ha_trimer_3lig/predictions/texas_h5_sia_ha_trimer_3lig/texas_h5_sia_ha_trimer_3lig_model_0.cif,flu_trimer_ligand_experiments/runs/ha_trimer_3lig_s40_n1_p1_r3/texas_h5_sia_ha_trimer_3lig/boltz_results_texas_h5_sia_ha_trimer_3lig/predictions/texas_h5_sia_ha_trimer_3lig/confidence_texas_h5_sia_ha_trimer_3lig_model_0.json,,Boltz affinity head is not run because it rejects multi-copy affinity ligands.
Flu HA trimer single-ligand affinity,flu_trimer_single_ligand_affinity,california_h5_a23_ha_trimer_affinity,california_h5_a23_ha_trimer_affinity,HA trimer + 1 affinity ligand,H5,1485,1235,1242,flu_trimer_single_ligand_affinity/runs/ha_trimer_1lig_aff_s40_n1_p1_r3_as200_an5/california_h5_a23_ha_trimer_affinity/boltz_results_california_h5_a23_ha_trimer_affinity/msa/california_h5_a23_ha_trimer_affinity_0.csv,ha_trimer_1lig_aff_s40_n1_p1_r3_as200_an5,40,1,1,3,200,5,0,ok,0.9050064086914062,0.9167886972427368,0.8710377216339111,0.8578774929046631,0.8694181442260742,0.8665259480476379,0.8972283005714417,0.6144601702690125,2.5737006664276123,1.2640703916549683,0.556705117225647,flu_trimer_single_ligand_affinity/runs/ha_trimer_1lig_aff_s40_n1_p1_r3_as200_an5/california_h5_a23_ha_trimer_affinity/boltz_results_california_h5_a23_ha_trimer_affinity/predictions/california_h5_a23_ha_trimer_affinity/california_h5_a23_ha_trimer_affinity_model_0.cif,flu_trimer_single_ligand_affinity/runs/ha_trimer_1lig_aff_s40_n1_p1_r3_as200_an5/california_h5_a23_ha_trimer_affinity/boltz_results_california_h5_a23_ha_trimer_affinity/predictions/california_h5_a23_ha_trimer_affinity/confidence_california_h5_a23_ha_trimer_affinity_model_0.json,flu_trimer_single_ligand_affinity/runs/ha_trimer_1lig_aff_s40_n1_p1_r3_as200_an5/california_h5_a23_ha_trimer_affinity/boltz_results_california_h5_a23_ha_trimer_affinity/predictions/california_h5_a23_ha_trimer_affinity/affinity_california_h5_a23_ha_trimer_affinity.json,
Flu HA trimer single-ligand affinity,flu_trimer_single_ligand_affinity,california_h5_a23_ha_trimer_affinity,california_h5_a23_ha_trimer_affinity,HA trimer + 1 affinity ligand,H5,1485,1235,1242,flu_trimer_single_ligand_affinity/runs/ha_trimer_1lig_aff_s80_n3_p1_r5_as200_an5/california_h5_a23_ha_trimer_affinity/boltz_results_california_h5_a23_ha_trimer_affinity/msa/california_h5_a23_ha_trimer_affinity_0.csv,ha_trimer_1lig_aff_s80_n3_p1_r5_as200_an5,80,3,1,5,200,5,,oom,,,,,,,,,,,,,,,
Flu HA trimer single-ligand affinity,flu_trimer_single_ligand_affinity,california_h5_a26_ha_trimer_affinity,california_h5_a26_ha_trimer_affinity,HA trimer + 1 affinity ligand,H5,1485,1235,1242,flu_trimer_single_ligand_affinity/runs/ha_trimer_1lig_aff_s40_n1_p1_r3_as200_an5/california_h5_a26_ha_trimer_affinity/boltz_results_california_h5_a26_ha_trimer_affinity/msa/california_h5_a26_ha_trimer_affinity_0.csv,ha_trimer_1lig_aff_s40_n1_p1_r3_as200_an5,40,1,1,3,200,5,0,ok,0.903805673122406,0.9151545166969299,0.8716757893562317,0.858410120010376,0.7931144833564758,0.868927538394928,0.8830593824386597,0.6784301400184631,3.0814456939697266,1.677781105041504,0.5135546922683716,flu_trimer_single_ligand_affinity/runs/ha_trimer_1lig_aff_s40_n1_p1_r3_as200_an5/california_h5_a26_ha_trimer_affinity/boltz_results_california_h5_a26_ha_trimer_affinity/predictions/california_h5_a26_ha_trimer_affinity/california_h5_a26_ha_trimer_affinity_model_0.cif,flu_trimer_single_ligand_affinity/runs/ha_trimer_1lig_aff_s40_n1_p1_r3_as200_an5/california_h5_a26_ha_trimer_affinity/boltz_results_california_h5_a26_ha_trimer_affinity/predictions/california_h5_a26_ha_trimer_affinity/confidence_california_h5_a26_ha_trimer_affinity_model_0.json,flu_trimer_single_ligand_affinity/runs/ha_trimer_1lig_aff_s40_n1_p1_r3_as200_an5/california_h5_a26_ha_trimer_affinity/boltz_results_california_h5_a26_ha_trimer_affinity/predictions/california_h5_a26_ha_trimer_affinity/affinity_california_h5_a26_ha_trimer_affinity.json,
Flu HA trimer single-ligand affinity,flu_trimer_single_ligand_affinity,california_h5_a26_ha_trimer_affinity,california_h5_a26_ha_trimer_affinity,HA trimer + 1 affinity ligand,H5,1485,1235,1242,flu_trimer_single_ligand_affinity/runs/ha_trimer_1lig_aff_s80_n3_p1_r5_as200_an5/california_h5_a26_ha_trimer_affinity/boltz_results_california_h5_a26_ha_trimer_affinity/msa/california_h5_a26_ha_trimer_affinity_0.csv,ha_trimer_1lig_aff_s80_n3_p1_r5_as200_an5,80,3,1,5,200,5,,failed,,,,,,,,,,,,,,,
Flu HA trimer single-ligand affinity,flu_trimer_single_ligand_affinity,california_h5_ngc_ha_trimer_affinity,california_h5_ngc_ha_trimer_affinity,HA trimer + 1 affinity ligand,H5,1485,,,,ha_trimer_1lig_aff_s40_n1_p1_r3_as200_an5,40,1,1,3,200,5,,failed,,,,,,,,,,,,,,,
