job_id,protein,protein_label,protein_group,ligand,ligand_label,ligand_field,assembly,ha_chains,ligand_copies,monomer_length,total_polymer_residues,config,sampling_steps,diffusion_samples,max_parallel_samples,recycling_steps,sampling_steps_affinity,diffusion_samples_affinity,sample_rank,status,msa_depth,msa_raw_depth,msa_csv,confidence_score,complex_plddt,ptm,iptm,ligand_iptm,protein_iptm,complex_iplddt,complex_pde,complex_ipde,affinity_pred_value,affinity_probability_binary,affinity_pred_value1,affinity_probability_binary1,affinity_pred_value2,affinity_probability_binary2,structure_path,confidence_json,affinity_json,note
texas_h5_a23_ha_trimer_affinity,texas_h5,A/dairy_cow/Texas/24_009108-001/2024,H5,a23,alpha2-3 SIA glycan,smiles,HA trimer + 1 affinity ligand,3,1,495,1485,ha_trimer_1lig_aff_s40_n1_p1_r3_as200_an5,40,1,1,3,200,5,0,ok,1237,1244,flu_trimer_single_ligand_affinity/runs/ha_trimer_1lig_aff_s40_n1_p1_r3_as200_an5/texas_h5_a23_ha_trimer_affinity/boltz_results_texas_h5_a23_ha_trimer_affinity/msa/texas_h5_a23_ha_trimer_affinity_0.csv,0.9097265601158142,0.9193889498710632,0.8830564022064209,0.8710766434669495,0.8532067537307739,0.8801014423370361,0.8937886357307434,0.6052078008651733,2.578202962875366,1.2983884811401367,0.5255635976791382,1.6961257457733154,0.5484300851821899,0.9006511569023132,0.5026970505714417,flu_trimer_single_ligand_affinity/runs/ha_trimer_1lig_aff_s40_n1_p1_r3_as200_an5/texas_h5_a23_ha_trimer_affinity/boltz_results_texas_h5_a23_ha_trimer_affinity/predictions/texas_h5_a23_ha_trimer_affinity/texas_h5_a23_ha_trimer_affinity_model_0.cif,flu_trimer_single_ligand_affinity/runs/ha_trimer_1lig_aff_s40_n1_p1_r3_as200_an5/texas_h5_a23_ha_trimer_affinity/boltz_results_texas_h5_a23_ha_trimer_affinity/predictions/texas_h5_a23_ha_trimer_affinity/confidence_texas_h5_a23_ha_trimer_affinity_model_0.json,flu_trimer_single_ligand_affinity/runs/ha_trimer_1lig_aff_s40_n1_p1_r3_as200_an5/texas_h5_a23_ha_trimer_affinity/boltz_results_texas_h5_a23_ha_trimer_affinity/predictions/texas_h5_a23_ha_trimer_affinity/affinity_texas_h5_a23_ha_trimer_affinity.json,
texas_h5_a26_ha_trimer_affinity,texas_h5,A/dairy_cow/Texas/24_009108-001/2024,H5,a26,alpha2-6 SIA glycan,smiles,HA trimer + 1 affinity ligand,3,1,495,1485,ha_trimer_1lig_aff_s40_n1_p1_r3_as200_an5,40,1,1,3,200,5,0,ok,1237,1244,flu_trimer_single_ligand_affinity/runs/ha_trimer_1lig_aff_s40_n1_p1_r3_as200_an5/texas_h5_a26_ha_trimer_affinity/boltz_results_texas_h5_a26_ha_trimer_affinity/msa/texas_h5_a26_ha_trimer_affinity_0.csv,0.9108198285102844,0.9187644720077515,0.8901547193527222,0.8790413737297058,0.845278263092041,0.8868913650512695,0.8905252814292908,0.5982646942138672,2.4452552795410156,1.698058843612671,0.560402512550354,1.8293579816818237,0.6654923558235168,1.566759705543518,0.4553126394748688,flu_trimer_single_ligand_affinity/runs/ha_trimer_1lig_aff_s40_n1_p1_r3_as200_an5/texas_h5_a26_ha_trimer_affinity/boltz_results_texas_h5_a26_ha_trimer_affinity/predictions/texas_h5_a26_ha_trimer_affinity/texas_h5_a26_ha_trimer_affinity_model_0.cif,flu_trimer_single_ligand_affinity/runs/ha_trimer_1lig_aff_s40_n1_p1_r3_as200_an5/texas_h5_a26_ha_trimer_affinity/boltz_results_texas_h5_a26_ha_trimer_affinity/predictions/texas_h5_a26_ha_trimer_affinity/confidence_texas_h5_a26_ha_trimer_affinity_model_0.json,flu_trimer_single_ligand_affinity/runs/ha_trimer_1lig_aff_s40_n1_p1_r3_as200_an5/texas_h5_a26_ha_trimer_affinity/boltz_results_texas_h5_a26_ha_trimer_affinity/predictions/texas_h5_a26_ha_trimer_affinity/affinity_texas_h5_a26_ha_trimer_affinity.json,
texas_h5_sia_ha_trimer_affinity,texas_h5,A/dairy_cow/Texas/24_009108-001/2024,H5,sia,SIA,ccd,HA trimer + 1 affinity ligand,3,1,495,1485,ha_trimer_1lig_aff_s40_n1_p1_r3_as200_an5,40,1,1,3,200,5,0,ok,1237,1244,flu_trimer_single_ligand_affinity/runs/ha_trimer_1lig_aff_s40_n1_p1_r3_as200_an5/texas_h5_sia_ha_trimer_affinity/boltz_results_texas_h5_sia_ha_trimer_affinity/msa/texas_h5_sia_ha_trimer_affinity_0.csv,0.9138233065605164,0.9215011596679688,0.8927103877067566,0.8831121325492859,0.9414592385292053,0.8847578763961792,0.9150333404541016,0.5254083871841431,1.5850635766983032,0.3038007915019989,0.7626075744628906,1.291045069694519,0.891742467880249,-0.6834434866905212,0.633472740650177,flu_trimer_single_ligand_affinity/runs/ha_trimer_1lig_aff_s40_n1_p1_r3_as200_an5/texas_h5_sia_ha_trimer_affinity/boltz_results_texas_h5_sia_ha_trimer_affinity/predictions/texas_h5_sia_ha_trimer_affinity/texas_h5_sia_ha_trimer_affinity_model_0.cif,flu_trimer_single_ligand_affinity/runs/ha_trimer_1lig_aff_s40_n1_p1_r3_as200_an5/texas_h5_sia_ha_trimer_affinity/boltz_results_texas_h5_sia_ha_trimer_affinity/predictions/texas_h5_sia_ha_trimer_affinity/confidence_texas_h5_sia_ha_trimer_affinity_model_0.json,flu_trimer_single_ligand_affinity/runs/ha_trimer_1lig_aff_s40_n1_p1_r3_as200_an5/texas_h5_sia_ha_trimer_affinity/boltz_results_texas_h5_sia_ha_trimer_affinity/predictions/texas_h5_sia_ha_trimer_affinity/affinity_texas_h5_sia_ha_trimer_affinity.json,
texas_h5_ngc_ha_trimer_affinity,texas_h5,A/dairy_cow/Texas/24_009108-001/2024,H5,ngc,NGC,ccd,HA trimer + 1 affinity ligand,3,1,495,1485,ha_trimer_1lig_aff_s40_n1_p1_r3_as200_an5,40,1,1,3,200,5,,failed,,,,,,,,,,,,,,,,,,,,,,
california_h5_a23_ha_trimer_affinity,california_h5,A/cattle/CA/24-036570-001-original/2024(H5N1),H5,a23,alpha2-3 SIA glycan,smiles,HA trimer + 1 affinity ligand,3,1,495,1485,ha_trimer_1lig_aff_s40_n1_p1_r3_as200_an5,40,1,1,3,200,5,0,ok,1235,1242,flu_trimer_single_ligand_affinity/runs/ha_trimer_1lig_aff_s40_n1_p1_r3_as200_an5/california_h5_a23_ha_trimer_affinity/boltz_results_california_h5_a23_ha_trimer_affinity/msa/california_h5_a23_ha_trimer_affinity_0.csv,0.9050064086914062,0.9167886972427368,0.8710377216339111,0.8578774929046631,0.8694181442260742,0.8665259480476379,0.8972283005714417,0.6144601702690125,2.5737006664276123,1.2640703916549683,0.556705117225647,1.642768383026123,0.6132453680038452,0.8853723406791687,0.500164806842804,flu_trimer_single_ligand_affinity/runs/ha_trimer_1lig_aff_s40_n1_p1_r3_as200_an5/california_h5_a23_ha_trimer_affinity/boltz_results_california_h5_a23_ha_trimer_affinity/predictions/california_h5_a23_ha_trimer_affinity/california_h5_a23_ha_trimer_affinity_model_0.cif,flu_trimer_single_ligand_affinity/runs/ha_trimer_1lig_aff_s40_n1_p1_r3_as200_an5/california_h5_a23_ha_trimer_affinity/boltz_results_california_h5_a23_ha_trimer_affinity/predictions/california_h5_a23_ha_trimer_affinity/confidence_california_h5_a23_ha_trimer_affinity_model_0.json,flu_trimer_single_ligand_affinity/runs/ha_trimer_1lig_aff_s40_n1_p1_r3_as200_an5/california_h5_a23_ha_trimer_affinity/boltz_results_california_h5_a23_ha_trimer_affinity/predictions/california_h5_a23_ha_trimer_affinity/affinity_california_h5_a23_ha_trimer_affinity.json,
california_h5_a26_ha_trimer_affinity,california_h5,A/cattle/CA/24-036570-001-original/2024(H5N1),H5,a26,alpha2-6 SIA glycan,smiles,HA trimer + 1 affinity ligand,3,1,495,1485,ha_trimer_1lig_aff_s40_n1_p1_r3_as200_an5,40,1,1,3,200,5,0,ok,1235,1242,flu_trimer_single_ligand_affinity/runs/ha_trimer_1lig_aff_s40_n1_p1_r3_as200_an5/california_h5_a26_ha_trimer_affinity/boltz_results_california_h5_a26_ha_trimer_affinity/msa/california_h5_a26_ha_trimer_affinity_0.csv,0.903805673122406,0.9151545166969299,0.8716757893562317,0.858410120010376,0.7931144833564758,0.868927538394928,0.8830593824386597,0.6784301400184631,3.0814456939697266,1.677781105041504,0.5135546922683716,2.04805326461792,0.5785035490989685,1.307508945465088,0.44860583543777466,flu_trimer_single_ligand_affinity/runs/ha_trimer_1lig_aff_s40_n1_p1_r3_as200_an5/california_h5_a26_ha_trimer_affinity/boltz_results_california_h5_a26_ha_trimer_affinity/predictions/california_h5_a26_ha_trimer_affinity/california_h5_a26_ha_trimer_affinity_model_0.cif,flu_trimer_single_ligand_affinity/runs/ha_trimer_1lig_aff_s40_n1_p1_r3_as200_an5/california_h5_a26_ha_trimer_affinity/boltz_results_california_h5_a26_ha_trimer_affinity/predictions/california_h5_a26_ha_trimer_affinity/confidence_california_h5_a26_ha_trimer_affinity_model_0.json,flu_trimer_single_ligand_affinity/runs/ha_trimer_1lig_aff_s40_n1_p1_r3_as200_an5/california_h5_a26_ha_trimer_affinity/boltz_results_california_h5_a26_ha_trimer_affinity/predictions/california_h5_a26_ha_trimer_affinity/affinity_california_h5_a26_ha_trimer_affinity.json,
california_h5_sia_ha_trimer_affinity,california_h5,A/cattle/CA/24-036570-001-original/2024(H5N1),H5,sia,SIA,ccd,HA trimer + 1 affinity ligand,3,1,495,1485,ha_trimer_1lig_aff_s40_n1_p1_r3_as200_an5,40,1,1,3,200,5,,failed,,,,,,,,,,,,,,,,,,,,,,
california_h5_ngc_ha_trimer_affinity,california_h5,A/cattle/CA/24-036570-001-original/2024(H5N1),H5,ngc,NGC,ccd,HA trimer + 1 affinity ligand,3,1,495,1485,ha_trimer_1lig_aff_s40_n1_p1_r3_as200_an5,40,1,1,3,200,5,,failed,,,,,,,,,,,,,,,,,,,,,,
duck_bavaria_h1_a23_ha_trimer_affinity,duck_bavaria_h1,A/duck/Bavaria/1/77,H1,a23,alpha2-3 SIA glycan,smiles,HA trimer + 1 affinity ligand,3,1,502,1506,ha_trimer_1lig_aff_s80_n3_p1_r5_as200_an5,80,3,1,5,200,5,,oom,1227,1234,flu_trimer_single_ligand_affinity/runs/ha_trimer_1lig_aff_s80_n3_p1_r5_as200_an5/duck_bavaria_h1_a23_ha_trimer_affinity/boltz_results_duck_bavaria_h1_a23_ha_trimer_affinity/msa/duck_bavaria_h1_a23_ha_trimer_affinity_0.csv,,,,,,,,,,,,,,,,,,,
duck_bavaria_h1_a26_ha_trimer_affinity,duck_bavaria_h1,A/duck/Bavaria/1/77,H1,a26,alpha2-6 SIA glycan,smiles,HA trimer + 1 affinity ligand,3,1,502,1506,ha_trimer_1lig_aff_s80_n3_p1_r5_as200_an5,80,3,1,5,200,5,0,ok,1227,1234,flu_trimer_single_ligand_affinity/runs/ha_trimer_1lig_aff_s80_n3_p1_r5_as200_an5/duck_bavaria_h1_a26_ha_trimer_affinity/boltz_results_duck_bavaria_h1_a26_ha_trimer_affinity/msa/duck_bavaria_h1_a26_ha_trimer_affinity_0.csv,0.9040119051933289,0.9082193374633789,0.8979898691177368,0.887182354927063,0.8076662421226501,0.8961775898933411,0.8702328205108643,0.6110217571258545,3.0019290447235107,1.6316635608673096,0.4233664870262146,1.8741873502731323,0.4038234353065491,1.3891396522521973,0.4429095685482025,flu_trimer_single_ligand_affinity/runs/ha_trimer_1lig_aff_s80_n3_p1_r5_as200_an5/duck_bavaria_h1_a26_ha_trimer_affinity/boltz_results_duck_bavaria_h1_a26_ha_trimer_affinity/predictions/duck_bavaria_h1_a26_ha_trimer_affinity/duck_bavaria_h1_a26_ha_trimer_affinity_model_0.cif,flu_trimer_single_ligand_affinity/runs/ha_trimer_1lig_aff_s80_n3_p1_r5_as200_an5/duck_bavaria_h1_a26_ha_trimer_affinity/boltz_results_duck_bavaria_h1_a26_ha_trimer_affinity/predictions/duck_bavaria_h1_a26_ha_trimer_affinity/confidence_duck_bavaria_h1_a26_ha_trimer_affinity_model_0.json,flu_trimer_single_ligand_affinity/runs/ha_trimer_1lig_aff_s80_n3_p1_r5_as200_an5/duck_bavaria_h1_a26_ha_trimer_affinity/boltz_results_duck_bavaria_h1_a26_ha_trimer_affinity/predictions/duck_bavaria_h1_a26_ha_trimer_affinity/affinity_duck_bavaria_h1_a26_ha_trimer_affinity.json,
duck_bavaria_h1_a26_ha_trimer_affinity,duck_bavaria_h1,A/duck/Bavaria/1/77,H1,a26,alpha2-6 SIA glycan,smiles,HA trimer + 1 affinity ligand,3,1,502,1506,ha_trimer_1lig_aff_s80_n3_p1_r5_as200_an5,80,3,1,5,200,5,1,ok,1227,1234,flu_trimer_single_ligand_affinity/runs/ha_trimer_1lig_aff_s80_n3_p1_r5_as200_an5/duck_bavaria_h1_a26_ha_trimer_affinity/boltz_results_duck_bavaria_h1_a26_ha_trimer_affinity/msa/duck_bavaria_h1_a26_ha_trimer_affinity_0.csv,0.9014782309532166,0.9063314199447632,0.8925143480300903,0.8820653557777405,0.8343185186386108,0.8896567225456238,0.8705047965049744,0.6254082322120667,2.757906913757324,1.6316635608673096,0.4233664870262146,1.8741873502731323,0.4038234353065491,1.3891396522521973,0.4429095685482025,flu_trimer_single_ligand_affinity/runs/ha_trimer_1lig_aff_s80_n3_p1_r5_as200_an5/duck_bavaria_h1_a26_ha_trimer_affinity/boltz_results_duck_bavaria_h1_a26_ha_trimer_affinity/predictions/duck_bavaria_h1_a26_ha_trimer_affinity/duck_bavaria_h1_a26_ha_trimer_affinity_model_1.cif,flu_trimer_single_ligand_affinity/runs/ha_trimer_1lig_aff_s80_n3_p1_r5_as200_an5/duck_bavaria_h1_a26_ha_trimer_affinity/boltz_results_duck_bavaria_h1_a26_ha_trimer_affinity/predictions/duck_bavaria_h1_a26_ha_trimer_affinity/confidence_duck_bavaria_h1_a26_ha_trimer_affinity_model_1.json,flu_trimer_single_ligand_affinity/runs/ha_trimer_1lig_aff_s80_n3_p1_r5_as200_an5/duck_bavaria_h1_a26_ha_trimer_affinity/boltz_results_duck_bavaria_h1_a26_ha_trimer_affinity/predictions/duck_bavaria_h1_a26_ha_trimer_affinity/affinity_duck_bavaria_h1_a26_ha_trimer_affinity.json,
